Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
3.26,12.8,7.94,230.903,19.701,228.205,29.731,1,8.4,211,,
3.12,14.62,7.9,231.209,20.962,228.987,30.853,1,8.8,217,17.64,1
3.25,12.8,8.24,235.26,18.673,230.539,31.163,1,8,228,,
3,14.62,8.02,228.396,18.975,226.187,32.967,1,8.4,211,17.7,1
2.83,14.62,7.82,229.937,18.529,222.861,33.064,1,7.6,205,,
2.93,12.8,7.84,228.711,23.137,223.512,33.907,1,6.8,251,17.84,1
2.93,12.8,7.96,227.274,19.718,225.425,32.567,1,8,211,,
2.95,10.24,7.96,230.225,20.887,225,31.072,1,6.8,205,17.92,1
2.84,14.62,8.34,226.726,19.655,224.526,32.913,1,6,211,,
2.99,12.8,8.58,231.266,19.242,227.121,32.371,1,6.8,228,18.06,1
2.94,12.8,8.48,227.71,20.569,224.247,32.212,1,5.6,217,,
2.98,12.8,8.88,224.45,20.619,224.389,32.144,1,6,217,18.1,1
2.79,12.8,8.7,226.032,22.798,223.084,33.688,1,5.6,211,,
2.92,12.8,9.14,226.693,16.382,224.214,30.696,1,5.2,222,18.14,1
2.96,12.8,8.68,227.995,17.677,225.047,31.29,1,5.2,217,,
3.15,12.8,9.12,228.252,20.16,225.554,30.626,1,5.2,222,18.2,1
3.06,12.8,9.06,227.908,17.433,225.37,30.629,1,4,240,,
2.88,12.8,9,224.83,21.381,225.139,31.145,1,4.4,240,18.14,1
3.09,12.8,9.12,227.891,16.36,227.203,29.962,1,4.4,240,,
2.92,12.8,8.98,227.873,17.825,226.16,30.98,1,5.2,228,18.08,1
3.16,12.8,9.14,230.591,16.658,226.813,28.748,1,5.6,222,,
3.01,12.8,9.26,226.966,18.685,224.771,29.804,1,4.8,240,18.04,1
3,12.8,8.92,230.149,18.597,226.269,28.773,1,4,257,,
2.96,12.8,8.78,224.627,17.004,224.184,28.788,1,5.6,251,18,1
3.19,12.8,9.04,222.657,15.447,223.071,27.695,1,5.2,257,,
3.08,12.8,8.78,225.042,19.26,224.053,28.227,1,5.6,245,17.94,1
3.22,12.8,9.1,223.425,17.071,224.023,26.655,1,4.4,268,,
3.25,12.8,9.04,224.18,14.851,223.232,26.102,1,6,262,17.86,1
3.38,11.36,9.08,224.34,16.314,224.912,25.273,1,4.8,274,,
3.24,12.8,8.9,224.959,14.719,226.551,26.373,1,5.2,285,17.78,1
3.11,12.8,8.58,223.67,17.615,225.942,27.74,1,7.6,262,,
3.2,14.62,8.8,228.232,14.372,228.618,27.213,1,8,262,17.7,1
2.96,12.8,8.36,226.943,20.205,229.076,29.716,1,6.8,285,,
3.01,12.8,8.02,224.789,19.954,228.027,31.311,1,7.2,314,17.64,1
3.11,12.8,7.88,227.574,20.026,230.571,34.492,1,9.6,302,,
3,12.8,7.58,226.591,18.84,230.488,33.292,1,8,308,17.62,1
2.98,10.24,7.56,227.759,20.892,230.882,36.003,1,11.2,285,,
3.06,12.8,7.62,229.508,19.701,234.478,34.917,1,8.8,302,17.6,1
2.84,12.8,7.48,227.814,19.302,234.258,36.698,1,7.6,320,,
3.15,12.8,7.88,225.634,20.395,233.49,35.321,1,6,342,17.5,1
3,12.8,7.44,225.263,25.271,238.677,40.646,1,12,285,,
3.18,14.62,7.38,231.119,24.592,240.353,37.955,1,6.8,314,17.44,1
3.26,12.8,7.36,227.242,23.114,241.523,38.615,1,8,302,,
3.4,12.8,7.46,223.183,23.537,238.388,38.843,1,6,5,17.4,1
3.53,14.62,7.58,228.752,19.85,242.019,36.609,1,6.4,337,,
3.44,14.62,7.52,227.932,21.086,244.273,38.271,1,10.8,302,17.36,1
3.6,14.62,7.78,226.123,17.757,244.684,37.848,1,12,308,,
3.52,14.62,7.66,229.353,20.19,246.325,38.717,1,6.4,331,17.4,1
3.87,12.8,7.98,227.942,19.401,247.05,38.892,1,9.2,320,,
3.76,12.8,7.58,226.338,18.616,251.826,40.844,1,6,337,17.38,1
3.86,7.86,7.68,258.588,30.36,250.969,41.04,1,8,291,,
3.85,8.52,7.68,247.531,27.176,247.874,39.011,1,8.8,280,17.44,1
4,8.52,7.94,254.451,31.033,247.769,38.425,1,11.6,280,,
3.96,8.52,7.78,249.292,29.74,245.805,37.806,1,7.2,302,17.46,1
3.97,12.8,7.96,229.485,23.01,244.702,38.784,1,12.4,262,,
4.8,9.3,9.22,236.101,26.397,241.21,42.835,1,10,268,17.52,1
4.68,9.3,8.44,239.576,26.888,239.213,34.986,1,11.2,257,,
4.87,11.36,8.64,229.288,20.868,238.073,32.681,1,12,251,17.52,1
4.99,11.36,8.66,225.85,21.153,232.929,32.738,1,9.2,268,,
4.87,11.36,8.72,229.728,22.565,234.687,32.193,1,8,251,17.54,1
4.96,12.8,9.06,227.086,21.393,233.402,34.082,1,8,251,,
5.33,11.36,9.38,229.605,23.958,231.843,34.568,1,7.2,280,17.5,1
5.42,12.8,9.4,229.065,18.85,232.706,29.082,1,8.4,257,,
5.03,11.36,8.86,231.51,21.943,234.687,32.193,1,12.4,251,17.44,1
5.26,10.24,8.94,230.676,22.565,232.537,29.277,1,7.6,274,,
4.75,11.36,9.42,230.34,20.529,233.432,34.809,1,9.2,257,17.42,1
4.91,12.8,9.04,229.143,21.749,234.265,30.467,1,9.2,251,,
5.26,11.36,9.32,229.736,17.31,232.505,28.25,1,12.8,245,17.36,1
4.92,14.62,9.16,229.418,20.952,235.886,32.225,1,9.6,240,,
4.6,12.8,9.02,229.843,23.337,235.025,34.19,1,10,257,17.32,1
5.37,14.62,9.4,229.294,21.084,234.021,30.83,1,8.4,234,,
5.43,14.62,9.4,229.56,20.034,234.854,29.847,1,13.2,240,17.28,1
5.43,14.62,9.58,229.535,20.599,234.272,30.989,1,10,245,,
5.37,14.62,9.68,227.232,22.518,233.659,33.758,1,8,280,17.28,1
5.38,14.62,9.44,227.199,20.405,232.753,30.229,1,9.2,257,,
5.4,14.62,9.74,233.407,21.224,233.987,30.008,1,12,240,17.24,1
5.49,14.62,9.52,230.757,21.404,235.541,29.327,1,9.2,257,,
5.44,14.62,9.72,230.892,20.498,234.424,30.65,1,11.2,245,17.24,1
5.38,14.62,9.52,227.771,21.533,232.761,31.416,1,7.2,268,,
6.24,14.62,10.3,227.442,19.699,232.056,30.825,1,9.6,245,17.22,1
6.02,14.62,10.32,224.575,21.165,230.128,29.651,1,12,240,,
5.94,14.62,10.14,225.728,22.305,228.296,30.996,1,8.4,240,17.18,1
6.55,14.62,11.12,225.932,20.716,227.155,29.889,1,11.6,228,,
6.47,14.62,10.48,225.042,20.626,228.565,29.542,1,12,234,17.18,1
6.32,14.62,10.34,224.408,20.285,228.875,30.419,1,8.8,251,,
6.15,14.62,10.38,223.768,21.027,226.361,31.983,1,7.6,234,17.18,1
6.84,14.62,10.9,224.236,20.94,227.609,29.706,1,11.2,245,,
6.94,14.62,10.66,220.713,22.241,224.542,29.878,1,6.8,251,17.14,1
6.74,14.62,11.02,225.794,18.524,226.322,29.318,1,7.2,22,,
6.99,14.62,11.02,225.165,16.326,227.493,26.906,1,12.4,228,17.14,1
8.02,14.62,11.48,225.939,14.059,227.038,23.808,1,11.2,228,,
7.5,14.62,11.08,223.882,16.973,227.994,25.649,1,7.6,280,17.14,1
7.67,17.06,12.06,222.975,12.024,224.827,23.408,1,9.6,205,,
7.34,14.62,11.34,224.793,17.007,225.443,26.497,1,8.8,222,17.18,1
7.03,17.06,11,224.015,15.144,227.789,26.282,1,13.6,228,,
7.39,17.06,11.08,220.72,13.442,224.562,25.089,1,13.6,222,17.14,1
6.95,14.62,11.02,224.386,14.707,225.573,25.888,1,9.2,228,,
6.69,14.62,10.96,223.028,15.349,224.419,27.254,1,10.4,228,17.18,1
6.8,17.06,11.1,222.39,13.688,225.75,25.884,1,7.6,245,,
6.79,17.06,11.16,221.327,13.782,223.766,25.779,1,9.6,228,17.12,1
6.48,17.06,11.3,223.533,13.52,225.57,25.177,1,11.2,228,,
6.46,14.62,11.04,224.753,16.045,225.446,27.006,1,11.2,222,17.14,1
6.2,14.62,10.58,226.268,14.354,226.101,25.697,1,6.8,85,,
6,14.62,10.62,222.772,16.181,224.017,27.327,1,6,125,17.12,1
6.31,17.06,10.94,223.011,12.583,224.956,25.002,1,7.6,200,,
5.99,17.06,11.14,222.612,11.767,225.876,25.079,1,10.4,205,17.16,1
5.89,17.06,10.96,221.348,12.398,225.834,25.35,1,8.4,211,,
5.93,17.06,11.12,221.132,13.224,224.116,26.142,1,8.4,200,17.18,1
5.42,17.06,10.8,222.086,15.054,226.647,26.88,1,7.2,200,,
6.18,17.06,11.16,221.429,12.421,225.39,23.885,1,8.4,211,17.16,1
5.84,17.06,11.04,219.049,14.79,222.53,27.821,1,10.8,205,,
5.84,17.06,11.04,221.197,14.235,223.019,25.649,1,8,171,17.16,1
6.05,14.62,10.68,222.821,15.47,223.192,25.837,1,7.6,211,,
5.25,14.62,10.26,222.817,19.261,222.078,29.45,1,8.8,211,17.14,1
5.62,14.62,10.26,224.011,16.017,226.711,28.115,1,10.8,222,,
6.12,14.62,10.62,220.461,17.75,222.882,28.171,1,11.2,211,17.12,1
5.73,14.62,10.26,225.662,16.861,224.64,28.158,1,10.8,217,,
5.44,14.62,10.04,223.501,17.858,222.165,29.611,1,6.8,342,17.12,1
6.44,14.62,10.46,218.743,17.892,221.407,27.795,1,8,314,,
5.76,14.62,10.08,224.207,18.277,221.793,28.402,1,7.6,291,17.1,1
6.03,14.62,9.94,221.624,15.701,222.129,27.705,1,8.8,251,,
6.45,14.62,10.68,219.431,12.617,220.106,24.656,1,8.8,217,17.1,1
6.07,14.62,10.46,220.715,15.777,222.495,27.407,1,8.8,245,,
5.94,14.62,10.52,218.278,15.679,219.298,26.809,1,9.2,228,17.1,1
6.47,14.62,11.18,220.138,13.919,219.495,25.54,1,11.2,222,,
5.33,14.62,9.92,219.858,16.932,219.573,30.063,1,10.8,222,17.08,1
5.57,14.62,10.12,218.825,17.92,220.267,29.088,1,7.2,22,,
5.55,14.62,9.96,220.052,15.878,221.502,27.641,1,8.8,240,17.08,1
5.49,14.62,10.14,222.628,14.376,223.386,27.631,1,7.2,28,,
5.27,14.62,9.76,219.125,16.426,221.138,28.965,1,9.2,228,17.06,1
5.39,14.62,9.84,222.51,17.233,221.39,28.279,1,7.6,245,,
5.55,14.62,10.14,218.993,13.811,221.168,26.935,1,6.4,268,17.04,1
5.07,12.8,9.78,222.604,16.436,224.504,28.237,1,9.2,222,,
5.37,14.62,10.08,218.343,14.961,220.93,27.323,1,9.2,234,17.04,1
4.97,14.62,9.84,216.426,16.255,219.146,27.946,1,6.8,240,,
4.53,12.8,8.96,220.229,21.311,221.997,30.578,1,8.4,234,17.02,1
4.8,14.62,9.38,218.86,15.618,220.94,28.226,1,9.2,217,,
4.67,12.8,9.5,220.115,18.17,219.566,29.371,1,7.2,217,17.02,1
4.64,14.62,9.66,219.111,14.023,218.179,28.881,1,10.4,200,,
4.33,14.62,9.2,219.355,17.047,219.739,30.39,1,8.4,211,17.02,1
4.39,14.62,9.18,217.792,18.56,218.589,30.274,1,6.8,171,,
4.52,14.62,9.52,221.175,15.455,220.545,29.974,1,9.6,211,17.06,1
4.25,12.8,9.06,215.993,19.04,218.352,30.976,1,7.6,188,,
4.35,12.8,9.16,217.478,19.875,214.933,30.092,1,10.4,205,17.06,1
4.06,12.8,9.06,218.088,18.544,214.397,30.693,1,8.8,200,,
4.32,12.8,9.52,217.058,18.02,217.114,29.039,1,8,205,17.06,1
3.86,14.62,8.72,218.356,18.14,214.325,33.202,1,6,91,,
4.03,14.62,9.08,217.983,16.96,215.788,30.405,1,7.2,205,17.14,1
3.88,12.8,8.84,219.98,18.508,214.106,30.377,1,7.2,194,,
3.39,14.62,8.42,220.988,16.548,213.934,33.579,1,9.2,205,17.2,1
3.57,14.62,8.68,219.396,15.667,215.886,32.192,1,6.4,194,,
3.62,12.8,8.88,215.359,18.244,214.058,31.92,1,8.4,211,17.18,1
3.28,12.8,8.2,214.34,24.574,212.556,35.472,1,8,205,,
3.62,12.8,8.82,214.153,19.806,213.654,30.989,1,6.8,194,17.2,1
3.48,9.3,8.46,207.37,29.014,213.202,33.577,1,8.4,217,,
3.43,11.36,8.64,212.388,21.33,214.345,33.415,1,6.8,234,17.2,1
3.44,12.8,8.54,218.735,22.216,214.97,33.85,1,6.4,331,,
3.36,12.8,8.34,215.4,19.006,212.899,31.998,1,7.6,222,17.22,1
3.25,12.8,8.1,218.53,19.058,213.049,33.944,1,7.2,245,,
3.44,12.8,8.54,218.651,18.115,213.635,31.501,1,6.8,245,17.26,1
3.66,12.8,8.92,216.602,16.06,213.583,28.877,1,7.2,222,,
3.53,12.8,8.72,217.54,17.576,214.015,30.349,1,7.2,211,17.2,1
3.23,10.24,8.28,211.133,24.894,211.998,31.912,1,6.4,222,,
3.33,11.36,8.44,217.089,23.051,212.593,31.457,1,7.2,205,17.18,1
3.02,11.36,8.24,214.967,23.965,213.709,34.132,1,5.6,268,,
3.32,12.8,8.44,216.941,18.719,212.735,31.798,1,6.8,200,17.18,1
3.38,11.36,8.54,213.244,19.896,212.426,31.621,1,7.2,217,,
3.34,12.8,8.7,215.649,20.516,213.474,30.173,1,6.8,222,17.16,1
3.28,12.8,8.54,211.139,21.14,208.907,31.87,1,6.4,205,,
3.44,10.24,8.64,211.322,20.125,209.712,31.992,1,6.4,217,17.16,1
3.03,12.8,8.16,206.408,36.434,209.027,37.687,1,6.4,217,,
3.29,10.24,8.36,203.082,27.462,206.318,35.192,1,6,177,17.14,1
3.4,11.36,8.64,192.95,32.661,203.263,35.837,1,7.2,222,,
3.57,11.36,8.84,190.213,29.093,201.072,35.048,1,6.4,228,17.14,1
3.6,11.36,8.84,189.398,30.741,197.998,35.328,1,6.4,211,,
3.32,11.36,8.52,185.165,29.369,196.626,35.976,1,6.4,217,17.12,1
3.24,11.36,8.46,186.305,28.952,196.699,35.667,1,7.2,211,,
3.23,10.24,8.32,182.675,32.647,195.746,38.787,1,6.8,211,17.1,1
3.16,11.36,8.44,188.121,31.261,195.869,36.164,1,6,205,,
3.04,11.36,8.38,184.388,34.602,200.014,38.519,1,5.2,211,17.08,1
2.92,11.36,8.48,180.207,35.194,195.197,39.636,1,5.6,200,,
3.02,11.36,8.5,192.722,31.612,201.452,35.826,1,4.8,211,17.1,1
3,11.36,8.58,183.872,25.948,197.695,34.977,1,5.2,280,,
2.9,11.36,8.58,192.122,31.189,200.242,36.785,1,5.6,205,17.08,1
2.84,11.36,8.72,191.259,30.194,201.946,36.908,1,4.8,205,,
2.98,11.36,8.82,182.909,31.63,194.603,37.048,1,5.2,205,17.08,1
2.49,11.36,8.24,189.265,32.622,195.5,39.629,1,6,234,,
2.77,11.36,8.92,186.318,32.916,197.177,38.476,1,4.4,245,17.1,1
2.65,10.24,8.66,184.961,29.179,196.968,36.493,1,4.4,217,,
2.78,11.36,9.14,186.555,29.784,200.294,36.199,1,4,200,17.12,1
2.41,11.36,8.74,202.636,36.462,206.109,38.982,1,4,222,,
2.51,10.24,8.54,185.207,37.463,200.419,39.054,1,5.2,17,17.12,1
2.59,11.36,8.5,182.021,33.27,198.026,37.986,1,4.8,217,,
2.61,11.36,8.64,183.945,33.989,198.458,38.439,1,4.8,211,17.2,1
2.63,10.24,8.8,173.953,31.964,196.523,39.727,1,5.6,268,,
2.49,10.24,8.48,183.168,34.987,197.485,39.317,1,6.8,291,17.3,1
2.59,10.24,8.98,180.653,30.5,199.75,37.916,1,4.4,200,,
2.68,10.24,9.16,176.247,36.996,198.505,39.378,1,4.8,308,17.44,1
2.67,11.36,9.04,188.63,32.37,200.887,38.589,1,4.8,342,,
2.48,10.24,8.58,182.889,33.023,195.376,38.818,1,3.6,194,17.44,1
2.59,11.36,8.98,195.693,31.077,203.199,37.209,1,6.4,297,,
2.58,11.36,8.98,185.926,38.316,200.822,39.322,1,5.6,240,17.38,1
2.81,11.36,9.1,186.139,33.237,200.678,35.73,1,5.6,291,,
2.68,17.06,9.48,221.482,11.486,205.673,34.896,1,4.8,222,17.46,1
2.41,10.24,8.62,185.289,35.692,199.717,38.554,1,5.6,11,,
2.75,10.24,8.9,178.688,31.004,201.048,36.218,1,6.8,251,17.42,1
2.59,10.24,8.36,180.662,31.838,198.684,37.906,1,6.4,217,,
2.45,10.24,8.58,176.556,31.787,198.712,39.04,1,5.2,222,17.46,1
2.53,10.24,8.82,183.902,31.641,198.928,37.175,1,4.4,240,,
2.38,17.06,8.9,222.375,14.954,203.846,37.711,1,4.4,325,17.46,1
2.27,17.06,9.02,218.815,17.001,202.283,40.08,1,4.4,228,,
2.32,17.06,8.9,223.767,15.423,204.045,40.049,1,5.2,320,17.38,1
2.54,17.06,9.58,225.04,12.002,206.63,38.503,1,4.8,222,,
2.36,17.06,8.94,226.515,14.644,202.489,39.988,1,4.4,217,17.36,1
2.53,17.06,9.28,225.081,12.556,203.699,38.157,1,4.4,240,,
2.5,17.06,9.08,223.849,15.43,203.749,38.498,1,4.4,228,17.34,1
2.68,17.06,9.72,223.829,11.16,208.296,33.91,1,4.8,222,,
2.29,17.06,9.08,223.417,12.639,206.438,37.483,1,4.4,251,17.3,1
2.31,17.06,9.04,220.353,17.069,202.544,36.415,1,4,217,,
2.42,17.06,9.3,221.672,15.271,205.75,36.348,1,4.4,217,17.28,1
2.34,17.06,9.2,222.318,18.964,203.461,37.726,1,4.4,205,,
2.2,17.06,9.12,218.894,20.551,204.352,39.811,1,4.4,240,17.26,1
2.31,17.06,9.16,224.17,17.385,202.514,38.562,1,4,217,,
2.41,17.06,9.68,224.305,14.391,210.727,35.033,1,4.4,228,17.26,1
2.67,17.06,10.12,222.347,13.845,209.521,32.497,1,4.4,262,,
2.41,17.06,9.9,221.362,16.494,208.17,35.162,1,3.6,228,17.26,1
2.57,17.06,10.26,221.48,14.464,209.336,33.211,1,4,245,,
2.14,17.06,9.02,222.789,18.166,207.791,36.536,1,4,245,17.24,1
2.51,17.06,10.32,225.696,14.703,214.851,32.071,1,3.2,211,,
2.2,14.62,9.34,220.146,18.55,208.003,36.095,1,4.8,211,17.24,1
2.47,17.06,10.5,222.325,15.687,215.553,29.497,1,2.8,205,,
2.28,14.62,9.84,222.064,13.623,212.487,32.511,1,4,217,17.22,1
2.4,14.62,10.64,220.426,13.85,213.904,28.908,1,3.6,211,,
2.24,14.62,9.64,220.633,15.755,212.795,31.377,1,4.8,217,17.22,1
2.45,14.62,10.34,220.382,13.999,212.307,29.76,1,3.6,205,,
2.42,14.62,10.72,222.56,13.039,215.733,29.547,1,3.6,160,17.24,1
2.36,14.62,10.34,220.451,14.656,211.3,30.533,1,3.2,205,,
2.56,14.62,10.5,221.725,14.519,212.481,30.212,1,3.2,205,17.26,1
2.7,14.62,10.92,222.182,10.221,214.567,27.411,1,3.6,200,,
2.26,14.62,9.56,221.643,14.501,211.564,31.61,1,4.4,200,17.36,1
2.29,14.62,10.02,220.984,14.652,211.508,31.663,1,4,205,,
2.32,14.62,9.74,220.519,15.284,208.945,32.182,1,4.4,211,17.42,1
2.27,14.62,9.58,220.791,16.082,209.955,33.593,1,4.8,205,,
2.49,14.62,9.96,223.321,14.626,212.542,31.142,1,4,217,17.6,1
2.47,14.62,10.1,221.344,15.199,212.82,28.68,1,4,217,,
2.3,14.62,9.92,220.356,15.237,210.446,31.102,1,3.6,205,17.7,1
2.18,14.62,9.32,224.467,15.015,210.872,32.592,1,4,177,,
2.12,14.62,9.14,218.578,16.644,208.274,32.836,1,4,205,17.76,1
1.91,14.62,8.86,220.479,18.63,209.302,34.859,1,4.4,211,,
2.07,14.62,8.94,224.212,17.255,211.349,34.092,1,5.6,211,17.68,1
2.08,14.62,9.1,225.623,17.523,213.577,33.686,1,6,205,,
2.17,14.62,9.64,221.307,17.158,215.778,32.309,1,6,291,17.7,1
1.97,14.62,9.02,222.063,21.3,213.444,34.261,1,4.8,211,,
2.14,14.62,9.58,225.95,16.439,216.023,31.794,1,4,262,17.74,1
1.99,14.62,9.1,224.707,19.021,215.081,33.741,1,4.4,205,,
2,14.62,8.78,222.797,20.626,210.824,33.98,1,4.4,234,17.64,1
2.1,14.62,9.22,224.025,20.823,214.884,31.792,1,4,222,,
1.93,14.62,8.98,221.237,20.301,212.497,31.792,1,3.2,200,17.62,1
1.95,14.62,9.26,222.338,20.241,212.237,31.922,1,3.6,251,,
1.94,14.62,9.34,218.377,16.43,211.488,30.222,1,3.6,205,17.56,1
2.02,14.62,9.28,222.669,17.773,214.299,29.512,1,3.2,200,,
2.03,12.8,9.2,219.177,18.653,212.101,29.207,1,3.6,200,17.52,1
1.85,14.62,9.06,219.386,19.895,213.344,31.187,1,4,211,,
1.96,14.62,9.26,221.634,17.484,213.887,29.457,1,4.8,217,17.46,1
2.19,14.62,9.62,223.352,15.965,215.059,27.49,1,4.8,188,,
2.07,14.62,9.56,220.807,18.944,214.845,28.734,1,4.8,177,17.42,1
2.19,14.62,9.42,220.557,17.253,213.953,27.194,1,4.8,171,,
1.98,14.62,8.98,221.341,17.558,213.477,28.598,1,4.8,182,17.38,1
2.14,14.62,9.46,223.217,17.184,215.441,28.27,1,4.4,177,,
2.29,14.62,9.66,223.736,13.707,217.809,26.313,1,5.2,165,17.36,1
2.19,12.8,9.5,216.266,15.146,214.002,26.261,1,4.8,165,,
2.22,12.8,9.28,219.564,18.396,213.166,26.894,1,4.8,188,17.36,1
2.17,11.36,9.12,216.658,17.587,214.759,27.307,1,5.6,188,,
2.15,14.62,9,221.47,15.077,214.987,27.298,1,4.8,165,17.36,1
2.16,12.8,8.98,219.51,18.749,214.408,27.187,1,5.6,165,,
2.05,14.62,8.78,223.095,20.543,213.548,28.785,1,5.6,171,17.34,1
2.12,12.8,8.96,220.268,18.702,214.201,27.87,1,5.2,154,,
2.31,14.62,9.54,223.38,17.462,215.885,25.769,1,4.8,165,17.32,1
2.11,12.8,9.12,224.008,16.574,216.196,27.998,1,4.8,160,,
2.17,12.8,9.06,219.783,18.082,215.545,27.139,1,5.2,160,17.32,1
1.96,12.8,8.58,223.309,23.833,213.943,30.173,1,4,165,,
2.15,12.8,9,222.053,17.295,216.166,26.731,1,4.4,154,17.32,1
2.05,12.8,8.78,221.961,20.078,215.324,27.574,1,4,171,,
2,12.8,8.74,222.409,18.491,215.285,28.466,1,4,177,17.32,1
2.12,10.24,8.56,214.628,19.103,214.863,27.173,1,4.8,160,,
2.11,12.8,8.8,222.022,19.042,214.627,28.178,1,4.8,165,17.34,1
2.15,12.8,8.82,224.54,18.778,216.129,26.633,1,4.4,177,,
2.18,12.8,8.98,219.617,18.036,212.977,26.557,1,5.2,240,17.36,1
2.1,12.8,8.54,217.756,24.311,210.488,29.336,1,4.4,182,,
2.3,12.8,9.02,220.866,19.893,212.887,26.954,1,5.2,165,17.4,1
2.04,12.8,8.2,222.278,25.32,213.111,30.433,1,5.6,160,,
1.96,14.62,7.96,213.774,21.408,207.213,31.302,1,5.6,154,17.46,1
2.09,12.8,8.28,220.451,21.034,210.707,30.371,1,5.6,131,,
2.06,14.62,8.3,219.866,19.44,210.479,29.091,1,4.8,148,17.52,1
2.04,12.8,8.38,214.145,22.735,208.223,28.483,1,4.4,160,,
2.07,12.8,8.4,219.508,20.041,210.317,30.129,1,5.6,154,17.58,1
2.13,12.8,8.48,214.111,22.618,208.099,29.722,1,5.6,171,,
2.04,12.8,8.28,216.027,23.288,208.381,30.8,1,6.4,160,17.58,1
2.02,11.36,8.08,214.167,24.029,208.038,31.324,1,6.4,165,,
2.01,12.8,8.3,214.746,26.005,205.912,32.072,1,5.2,154,17.64,1
2.2,12.8,8.96,215.432,21.837,209.162,30.471,1,6,148,,
2.18,11.36,8.52,211.379,25.482,207.884,30.868,1,6.4,142,17.6,1
2.15,12.8,8.78,216.737,21.704,209.503,30.159,1,6,137,,
2.12,12.8,8.46,215.127,23.047,208.076,30.107,1,6,142,17.52,1
2.12,12.8,8.56,218.688,22.306,210.795,31.017,1,5.2,142,,
2.27,10.24,8.54,204.379,21.693,207.238,30.7,1,6.8,245,17.46,1
2.18,11.36,8.32,209.752,24.035,206.301,30.984,1,6.4,137,,
2.29,11.36,8.48,214.822,23.024,209.997,30.915,1,7.6,194,17.38,1
2.55,12.8,8.82,216.4,21.581,209.761,29.167,1,7.2,148,,
2.49,10.24,8.44,208.571,24.092,207.987,31.826,1,6.8,142,17.34,1
2.58,11.36,8.72,214.699,22.363,211.399,30.187,1,7.2,148,,
2.71,11.36,8.88,210.535,19.709,208.136,28.437,1,7.6,245,17.3,1
2.81,11.36,8.66,211.955,18.238,207.172,29.558,1,8,131,,
2.83,10.24,8.84,212.571,19.14,207.939,32.542,1,8,234,17.26,1
2.65,11.36,8.46,213.475,20.254,207.486,32.111,1,8,131,,
2.82,11.36,8.74,211.447,20.662,208.327,31.081,1,7.6,251,17.24,1
2.72,11.36,8.56,211.099,22.405,208.014,31.69,1,7.6,120,,
2.89,12.8,8.98,216.186,20.85,210.751,30.695,1,6.8,142,17.18,1
2.61,11.36,8.38,216.421,25.757,205.359,35.298,1,8,120,,
2.7,11.36,8.56,210.252,21.234,207.346,32.996,1,8,325,17.18,1
2.6,12.8,8.62,217.436,21.519,208.995,33.917,1,7.2,320,,
2.75,11.36,8.64,212.23,22.1,206.772,31.762,1,8,102,17.14,1
2.46,12.8,8.48,218.077,25.585,207.181,35.024,1,7.6,262,,
2.71,12.8,8.72,211.902,22.753,205.813,33.127,1,8,114,17.06,1
2.51,11.36,8.52,210.985,26.103,205.621,36.621,1,6,137,,
2.61,12.8,8.7,215.797,21.561,209.803,32.827,1,7.6,91,17,1
2.54,12.8,8.5,211.711,22.022,206.109,33.987,1,6.4,131,,
2.51,12.8,8.24,212.238,29.577,204.887,35.687,1,8,114,16.98,1
2.48,12.8,8.4,216.444,22.937,206.168,34.365,1,7.6,108,,
2.54,12.8,8.52,208.313,23.323,202.036,36.486,1,8.4,354,16.9,1
2.52,11.36,8.44,211.952,26.38,203.317,35.315,1,8.4,325,,
2.56,12.8,8.68,205.188,24.369,202.694,34.771,1,7.6,320,16.94,1
2.64,12.8,8.92,210.933,22.306,203.547,34.174,1,7.6,331,,
2.5,12.8,8.78,208.582,21.172,202.417,33.609,1,7.6,108,16.98,1
2.62,12.8,9.08,207.211,26.7,203.245,37.559,1,7.2,331,,
2.26,12.8,8.2,208.621,28.359,202.434,37.226,1,7.2,331,16.96,1
2.51,11.36,8.8,212.161,23.69,202.872,37.378,1,8,17,,
2.27,12.8,8.5,207.166,28.57,201.655,37.88,1,7.2,108,16.9,1
2.36,11.36,8.58,206.895,24.047,203.772,35.549,1,7.6,45,,
2.38,12.8,8.8,206.727,22.056,203.609,35.74,1,7.6,97,16.94,1
2.46,12.8,8.74,212.782,19.746,206.103,35.026,1,8,40,,
2.47,12.8,8.88,214.435,20.065,207.814,36.021,1,6.8,114,17,1
2.51,12.8,9.06,209.137,22.113,206.871,34.408,1,7.6,102,,
2.63,11.36,9.12,214.691,18.771,208.45,32.696,1,7.6,108,17.06,1
2.33,11.36,8.66,210.796,23.153,205.05,35.288,1,7.2,120,,
2.32,11.36,8.7,210.87,22.058,203.956,34.743,1,7.2,114,17.14,1
2.55,11.36,8.92,215.131,21.817,209.081,33.742,1,7.2,148,,
2.46,11.36,8.84,209.866,23.106,203.471,35.326,1,6,125,17.14,1
2.59,11.36,9.04,210.789,21.14,205.198,33.966,1,6,125,,
2.48,11.36,8.64,213.283,23.543,205.522,34.687,1,7.6,285,17.2,1
2.62,12.8,9.08,209.665,17.385,203.394,33.44,1,7.2,120,,
2.81,11.36,9.24,208.721,21.496,202.563,39.341,1,7.2,137,17.24,1
